run_id,epoch,trial_index_in_epoch,timestamp_iso,benchmark,runtime,input_size,input_path,wall_clock_s,exit_code,energy_pkg_uj_total,energy_core_uj_total,avg_power_pkg_w,avg_power_core_w,user_cpu_s,sys_cpu_s,max_rss_kb,num_rapl_samples,governor,cpu_freq_pre_mhz,cpu_freq_post_mhz,cpu_temp_pre_c,cpu_temp_post_c,notes
e04-t007-wf-bash-1M-ca16b1,4,7,2026-05-03T23:02:53-0400,wf,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.361030,0,7881139,41121,26.2590,0.1370,0.38,0.01,10568,4,schedutil,1550.0,1550.0,,,
idle-intertrial-04-008-7e3646,4,8,2026-05-03T23:02:58-0400,idle_intertrial,idle,,,5.000551,0,47893519,50961,9.5777,0.0102,0,0,0,51,schedutil,,,,,idle baseline
e04-t008-nfa-regex-pash_cold-1M-37dd0e,4,8,2026-05-03T23:03:00-0400,nfa-regex,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,1.720408,0,52014873,813954,30.5949,0.4788,2.75,0.19,22968,18,schedutil,1550.0,1372.6,,,
idle-intertrial-04-009-5666b8,4,9,2026-05-03T23:03:05-0400,idle_intertrial,idle,,,5.000545,0,46488243,222919,9.2967,0.0446,0,0,0,51,schedutil,,,,,idle baseline
e04-t009-wf-pash_cold-1M-b1684b,4,9,2026-05-03T23:03:06-0400,wf,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.997750,0,23718698,941327,26.3507,1.0458,1.01,0.31,23756,10,schedutil,1376.2,1505.6,,,
idle-intertrial-04-010-8aa460,4,10,2026-05-03T23:03:11-0400,idle_intertrial,idle,,,5.000237,0,46846835,185797,9.3691,0.0372,0,0,0,51,schedutil,,,,,idle baseline
e04-t010-sort-sort-pash_cold-10M-9919e2,4,10,2026-05-03T23:03:12-0400,sort-sort,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,1.326709,0,34352105,2668227,26.4225,2.0523,1.63,0.59,23508,14,schedutil,1550.0,1550.0,,,
idle-intertrial-04-011-79d8d9,4,11,2026-05-03T23:03:17-0400,idle_intertrial,idle,,,5.000292,0,48505273,89626,9.7008,0.0179,0,0,0,51,schedutil,,,,,idle baseline
e04-t011-spell-pash_cold-10M-744906,4,11,2026-05-03T23:03:19-0400,spell,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.116211,0,68780958,2811362,32.7508,1.3387,3.93,1.63,24036,22,schedutil,1550.0,1614.8,,,
idle-intertrial-04-012-702c07,4,12,2026-05-03T23:03:24-0400,idle_intertrial,idle,,,5.000594,0,48194086,120721,9.6378,0.0241,0,0,0,51,schedutil,,,,,idle baseline
e04-t012-wf-pash_cold-10M-967858,4,12,2026-05-03T23:03:26-0400,wf,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.064423,0,65660636,2151378,32.8289,1.0756,3.86,0.69,23764,21,schedutil,1550.0,1550.0,,,
idle-intertrial-04-013-1cd723,4,13,2026-05-03T23:03:31-0400,idle_intertrial,idle,,,5.000127,0,62567535,195592,12.5133,0.0391,0,0,0,51,schedutil,,,,,idle baseline
e04-t013-sort-sort-pash_cold-100M-b5b126,4,13,2026-05-03T23:03:37-0400,sort-sort,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,5.303770,0,182169931,13249376,34.3697,2.4997,9.46,3.37,54688,54,schedutil,1490.4,1550.0,,,
idle-intertrial-04-014-81b8a3,4,14,2026-05-03T23:03:42-0400,idle_intertrial,idle,,,5.000188,0,46974591,38297,9.3947,0.0077,0,0,0,51,schedutil,,,,,idle baseline
e04-t014-nfa-regex-pash_cold-10M-48d2fe,4,14,2026-05-03T23:03:54-0400,nfa-regex,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,12.164498,0,404980064,2312518,33.4691,0.1911,22.73,0.52,22916,122,schedutil,1550.0,1375.0,,,
idle-intertrial-04-015-2f5b70,4,15,2026-05-03T23:03:59-0400,idle_intertrial,idle,,,5.000451,0,45469053,70309,9.0929,0.0141,0,0,0,51,schedutil,,,,,idle baseline
e04-t015-sort-sort-bash-1M-e0dd2c,4,15,2026-05-03T23:03:59-0400,sort-sort,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.124235,0,2329653,13702,23.2730,0.1369,0.1,0.02,5020,2,schedutil,1550.0,1550.0,,,
idle-intertrial-04-016-806228,4,16,2026-05-03T23:04:04-0400,idle_intertrial,idle,,,5.000567,0,47783585,63245,9.5557,0.0126,0,0,0,51,schedutil,,,,,idle baseline
e04-t016-spell-bash-10M-f1a8bf,4,16,2026-05-03T23:04:07-0400,spell,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.778219,0,80982109,2516120,29.9923,0.9319,3.35,0.92,10452,28,schedutil,1376.2,1550.0,,,
idle-intertrial-04-017-905060,4,17,2026-05-03T23:04:12-0400,idle_intertrial,idle,,,5.000605,0,46648085,60116,9.3287,0.0120,0,0,0,51,schedutil,,,,,idle baseline
e04-t017-nfa-regex-pash_cold-100M-00c0d6,4,17,2026-05-03T23:06:06-0400,nfa-regex,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,114.139234,0,3992737807,466428073,34.9933,4.0879,225.6,3.25,53044,1142,schedutil,1550.0,1550.0,,,
idle-intertrial-04-018-3f4ae0,4,18,2026-05-03T23:06:11-0400,idle_intertrial,idle,,,5.000578,0,47885494,208699,9.5761,0.0417,0,0,0,51,schedutil,,,,,idle baseline
e04-t018-wf-pash_cold-100M-47b913,4,18,2026-05-03T23:06:23-0400,wf,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,11.793845,0,466891687,21457096,39.9049,1.8339,33.0,4.48,53076,118,schedutil,1550.0,1550.0,,,
idle-intertrial-04-019-919a7c,4,19,2026-05-03T23:06:28-0400,idle_intertrial,idle,,,5.000157,0,48961793,50794,9.7921,0.0102,0,0,0,51,schedutil,,,,,idle baseline
e04-t019-wf-bash-100M-59916c,4,19,2026-05-03T23:06:59-0400,wf,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,31.005608,0,876165032,40610723,28.2633,1.3100,33.45,1.03,10548,311,schedutil,1550.0,2726.2,,,
idle-intertrial-04-020-8ac6cf,4,20,2026-05-03T23:07:04-0400,idle_intertrial,idle,,,5.000563,0,52624705,166312,10.5239,0.0333,0,0,0,51,schedutil,,,,,idle baseline
e04-t020-sort-sort-bash-100M-65abf5,4,20,2026-05-03T23:07:13-0400,sort-sort,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,8.720961,0,217549220,2228568,25.0053,0.2562,7.99,1.0,14568,88,schedutil,1550.0,1550.0,,,
idle-intertrial-04-021-6ed5dc,4,21,2026-05-03T23:07:18-0400,idle_intertrial,idle,,,5.000472,0,46223974,60193,9.2441,0.0120,0,0,0,51,schedutil,,,,,idle baseline
e04-t021-spell-bash-100M-e1fa49,4,21,2026-05-03T23:07:45-0400,spell,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,27.220958,0,821660297,29940423,30.2080,1.1007,31.48,10.61,10488,273,schedutil,1550.0,3842.3,,,
idle-intertrial-04-022-498505,4,22,2026-05-03T23:07:50-0400,idle_intertrial,idle,,,5.000548,0,50952977,197271,10.1896,0.0395,0,0,0,51,schedutil,,,,,idle baseline
e04-t022-sort-sort-pash_cold-1M-f8f974,4,22,2026-05-03T23:07:51-0400,sort-sort,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.693828,0,14877481,508473,24.7916,0.8473,0.58,0.25,23572,7,schedutil,1550.0,1550.0,,,
idle-intertrial-04-023-9ff5f3,4,23,2026-05-03T23:07:56-0400,idle_intertrial,idle,,,5.000223,0,48151410,44889,9.6300,0.0090,0,0,0,51,schedutil,,,,,idle baseline
e04-t023-spell-bash-1M-6c0912,4,23,2026-05-03T23:07:56-0400,spell,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.574674,0,14151490,80150,28.2969,0.1603,0.61,0.11,10480,6,schedutil,1550.0,1550.0,,,
idle-intertrial-05-000-34897a,5,0,2026-05-03T23:08:01-0400,idle_intertrial,idle,,,5.000167,0,48685745,48490,9.7369,0.0097,0,0,0,51,schedutil,,,,,idle baseline
e05-t000-spell-pash_cold-1M-6afab0,5,0,2026-05-03T23:08:02-0400,spell,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,1.157450,0,28351423,696238,25.7714,0.6329,1.06,0.46,24036,12,schedutil,1550.0,1636.5,,,
idle-intertrial-05-001-bec44e,5,1,2026-05-03T23:08:07-0400,idle_intertrial,idle,,,5.000255,0,58647877,134377,11.7293,0.0269,0,0,0,51,schedutil,,,,,idle baseline
e05-t001-spell-bash-10M-9f2c06,5,1,2026-05-03T23:08:10-0400,spell,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.739295,0,85151861,17199092,31.5364,6.3698,3.27,1.0,10456,28,schedutil,1550.0,1550.0,,,
idle-intertrial-05-002-b71062,5,2,2026-05-03T23:08:15-0400,idle_intertrial,idle,,,5.000185,0,47361488,43394,9.4720,0.0087,0,0,0,51,schedutil,,,,,idle baseline
e05-t002-wf-bash-1M-620a7e,5,2,2026-05-03T23:08:16-0400,wf,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.342240,0,7784860,126763,25.9407,0.4224,0.36,0.01,10512,4,schedutil,1546.9,1550.0,,,
idle-intertrial-05-003-a71826,5,3,2026-05-03T23:08:21-0400,idle_intertrial,idle,,,5.000341,0,50022392,68905,10.2084,0.0141,0,0,0,50,schedutil,,,,,idle baseline
e05-t003-nfa-regex-bash-10M-4a61de,5,3,2026-05-03T23:08:42-0400,nfa-regex,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,21.856204,0,616446499,1533490,28.2772,0.0703,21.81,0.07,3456,219,schedutil,1550.0,1550.0,,,
idle-intertrial-05-004-4e46ba,5,4,2026-05-03T23:08:47-0400,idle_intertrial,idle,,,5.000226,0,48867392,52106,9.7731,0.0104,0,0,0,51,schedutil,,,,,idle baseline
e05-t004-wf-pash_cold-100M-7b3447,5,4,2026-05-03T23:08:59-0400,wf,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,11.597500,0,461345374,32701816,40.1164,2.8436,33.33,4.26,53052,116,schedutil,1550.0,1348.7,,,
idle-intertrial-05-005-ea17e1,5,5,2026-05-03T23:09:04-0400,idle_intertrial,idle,,,5.000318,0,45610938,150215,9.3074,0.0307,0,0,0,50,schedutil,,,,,idle baseline
e05-t005-wf-bash-10M-45cc81,5,5,2026-05-03T23:09:07-0400,wf,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,3.048362,0,74418469,15337525,24.8055,5.1124,3.3,0.12,10564,31,schedutil,1376.5,4090.9,,,
idle-intertrial-05-006-f8f1ad,5,6,2026-05-03T23:09:12-0400,idle_intertrial,idle,,,5.000364,0,45018622,165244,9.1872,0.0337,0,0,0,50,schedutil,,,,,idle baseline
e05-t006-nfa-regex-pash_cold-100M-680892,5,6,2026-05-03T23:11:06-0400,nfa-regex,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,113.764665,0,3940251400,223486856,34.6548,1.9656,224.65,3.33,52888,1138,schedutil,1550.0,1298.3,,,
idle-intertrial-05-007-294be3,5,7,2026-05-03T23:11:11-0400,idle_intertrial,idle,,,5.000586,0,45720368,79632,9.1432,0.0159,0,0,0,51,schedutil,,,,,idle baseline
e05-t007-sort-sort-pash_cold-1M-ade3bd,5,7,2026-05-03T23:11:12-0400,sort-sort,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.735839,0,17262367,174536,24.6571,0.2493,0.63,0.27,23508,8,schedutil,1550.0,1635.8,,,
idle-intertrial-05-008-e3fdf6,5,8,2026-05-03T23:11:17-0400,idle_intertrial,idle,,,5.000332,0,50235302,159843,10.0468,0.0320,0,0,0,51,schedutil,,,,,idle baseline
e05-t008-sort-sort-bash-100M-861058,5,8,2026-05-03T23:11:26-0400,sort-sort,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,8.842668,0,260916713,1193405,29.6493,0.1356,8.03,1.1,14604,89,schedutil,1550.0,1550.0,,,
idle-intertrial-05-009-f2fbe7,5,9,2026-05-03T23:11:31-0400,idle_intertrial,idle,,,5.000343,0,48358125,129464,9.6710,0.0259,0,0,0,51,schedutil,,,,,idle baseline
e05-t009-nfa-regex-pash_cold-10M-0a8614,5,9,2026-05-03T23:11:43-0400,nfa-regex,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,12.287130,0,412243803,3211717,33.7902,0.2633,22.79,0.52,22976,123,schedutil,1550.0,1373.3,,,
idle-intertrial-05-010-a1f6ae,5,10,2026-05-03T23:11:48-0400,idle_intertrial,idle,,,5.000524,0,49072490,162314,9.8135,0.0325,0,0,0,51,schedutil,,,,,idle baseline
e05-t010-sort-sort-pash_cold-10M-e08065,5,10,2026-05-03T23:11:49-0400,sort-sort,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,1.288661,0,33790001,1715594,28.1562,1.4296,1.54,0.6,23440,13,schedutil,1550.0,1597.1,,,
idle-intertrial-05-011-14e9bf,5,11,2026-05-03T23:11:54-0400,idle_intertrial,idle,,,5.000574,0,48453625,203953,9.6897,0.0408,0,0,0,51,schedutil,,,,,idle baseline
e05-t011-sort-sort-bash-10M-0d4fbc,5,11,2026-05-03T23:11:55-0400,sort-sort,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,0.926175,0,21466709,4842386,23.8484,5.3796,0.86,0.09,14560,10,schedutil,1550.0,1550.0,,,
idle-intertrial-05-012-dc2348,5,12,2026-05-03T23:12:00-0400,idle_intertrial,idle,,,5.000227,0,45924199,79281,9.1846,0.0159,0,0,0,51,schedutil,,,,,idle baseline
e05-t012-spell-pash_cold-100M-8e1bf3,5,12,2026-05-03T23:12:12-0400,spell,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,12.104052,0,453757967,27181395,37.5003,2.2464,33.7,13.97,52984,122,schedutil,1550.0,3680.2,,,
idle-intertrial-05-013-1a0083,5,13,2026-05-03T23:12:17-0400,idle_intertrial,idle,,,5.000566,0,48999282,128015,9.7989,0.0256,0,0,0,51,schedutil,,,,,idle baseline
e05-t013-wf-pash_cold-1M-f4de8f,5,13,2026-05-03T23:12:18-0400,wf,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.984219,0,23012650,597930,25.5660,0.6643,0.91,0.4,23804,10,schedutil,1550.0,1550.0,,,
idle-intertrial-05-014-6ba02e,5,14,2026-05-03T23:12:23-0400,idle_intertrial,idle,,,5.000528,0,47294078,65335,9.4579,0.0131,0,0,0,51,schedutil,,,,,idle baseline
e05-t014-wf-bash-100M-3cd052,5,14,2026-05-03T23:12:55-0400,wf,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,31.754303,0,868782921,21546539,27.4063,0.6797,34.08,1.08,10488,318,schedutil,1550.0,4091.6,,,
idle-intertrial-05-015-c1e717,5,15,2026-05-03T23:13:00-0400,idle_intertrial,idle,,,5.000606,0,47465197,199971,9.4921,0.0400,0,0,0,51,schedutil,,,,,idle baseline
e05-t015-spell-bash-100M-f5806f,5,15,2026-05-03T23:13:27-0400,spell,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,26.555633,0,789544679,27593665,29.7940,1.0413,30.85,10.13,10432,266,schedutil,1550.0,1550.0,,,
idle-intertrial-05-016-6d7a7c,5,16,2026-05-03T23:13:32-0400,idle_intertrial,idle,,,5.000354,0,48839347,214345,9.9662,0.0437,0,0,0,50,schedutil,,,,,idle baseline
e05-t016-wf-pash_cold-10M-5da878,5,16,2026-05-03T23:13:34-0400,wf,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.017934,0,67637692,1354178,33.8164,0.6770,3.78,0.71,23756,21,schedutil,1550.0,1550.0,,,
idle-intertrial-05-017-01b9d8,5,17,2026-05-03T23:13:39-0400,idle_intertrial,idle,,,5.000330,0,47110128,79845,9.6133,0.0163,0,0,0,50,schedutil,,,,,idle baseline
e05-t017-nfa-regex-bash-100M-533b6d,5,17,2026-05-03T23:17:17-0400,nfa-regex,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,217.733512,0,5079436232,23150810,23.3322,0.1063,217.6,0.49,3548,2178,schedutil,1550.0,1373.9,,,
idle-intertrial-05-018-f79bcf,5,18,2026-05-03T23:17:22-0400,idle_intertrial,idle,,,5.000372,0,52941018,84682,10.8040,0.0173,0,0,0,50,schedutil,,,,,idle baseline
e05-t018-nfa-regex-bash-1M-9ba5fd,5,18,2026-05-03T23:17:24-0400,nfa-regex,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,2.228344,0,61664856,138268,28.0281,0.0628,2.21,0.01,3516,23,schedutil,1550.0,1550.0,,,
idle-intertrial-05-019-7de943,5,19,2026-05-03T23:17:29-0400,idle_intertrial,idle,,,5.000097,0,62252045,133813,12.4502,0.0268,0,0,0,51,schedutil,,,,,idle baseline
e05-t019-nfa-regex-pash_cold-1M-30f230,5,19,2026-05-03T23:17:31-0400,nfa-regex,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,1.716567,0,53920978,709848,31.7164,0.4175,2.7,0.22,23056,18,schedutil,1500.0,1550.0,,,
idle-intertrial-05-020-77f14a,5,20,2026-05-03T23:17:36-0400,idle_intertrial,idle,,,5.000467,0,47134571,78762,9.6183,0.0161,0,0,0,50,schedutil,,,,,idle baseline
e05-t020-sort-sort-pash_cold-100M-618d4c,5,20,2026-05-03T23:17:41-0400,sort-sort,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,5.303876,0,177282839,36952312,33.4486,6.9719,9.55,3.24,52984,54,schedutil,1550.0,1550.0,,,
idle-intertrial-05-021-34b778,5,21,2026-05-03T23:17:46-0400,idle_intertrial,idle,,,5.000246,0,48158734,139016,9.6314,0.0278,0,0,0,51,schedutil,,,,,idle baseline
e05-t021-spell-pash_cold-10M-1c260a,5,21,2026-05-03T23:17:48-0400,spell,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.280130,0,71221796,8001112,32.3716,3.6367,4.05,1.7,24112,23,schedutil,1550.0,1550.0,,,
idle-intertrial-05-022-b11564,5,22,2026-05-03T23:17:53-0400,idle_intertrial,idle,,,5.000121,0,58766843,185400,11.7531,0.0371,0,0,0,51,schedutil,,,,,idle baseline
e05-t022-sort-sort-bash-1M-0e2af4,5,22,2026-05-03T23:17:54-0400,sort-sort,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.165299,0,1662725,17363,16.6073,0.1734,0.13,0.03,5032,2,schedutil,1377.2,2687.9,,,
idle-intertrial-05-023-8e8553,5,23,2026-05-03T23:17:59-0400,idle_intertrial,idle,,,5.000254,0,49271622,56577,9.8540,0.0113,0,0,0,51,schedutil,,,,,idle baseline
e05-t023-spell-bash-1M-fa473a,5,23,2026-05-03T23:17:59-0400,spell,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.562579,0,13062007,1886301,26.1117,3.7708,0.57,0.12,10492,6,schedutil,1376.2,3466.5,,,
idle-post-00--01-699cb5,0,-1,2026-05-03T23:19:59-0400,idle_post,idle,,,120.000206,0,1098268872,1404499,9.1522,0.0117,0,0,0,1201,schedutil,,,,,idle baseline
